,R_fighter,B_fighter,gender,weight_class,year,R_age,B_age,R_Stance,B_Stance,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,R_wins,B_wins,R_losses,B_losses,R_draw,B_draw,R_current_win_streak,B_current_win_streak,R_current_lose_streak,B_current_lose_streak,R_longest_win_streak,B_longest_win_streak,Winner
3370,Louis Gaudinot,Johnny Bedford,Men's,Bantamweight,2011,27.0,28.0,Orthodox,Orthodox,125.0,135.0,160.02,180.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
3373,Roland Delorme,Josh Ferguson,Men's,Bantamweight,2011,27.0,23.0,Orthodox,Orthodox,135.0,125.0,180.34,167.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3374,Steven Siler,Josh Clopton,Men's,Featherweight,2011,24.0,30.0,Orthodox,Orthodox,145.0,145.0,177.8,172.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3376,Mauricio Rua,Dan Henderson,Men's,Light Heavyweight,2011,29.0,41.0,Orthodox,Orthodox,205.0,185.0,193.04,187.96,4.0,5.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,Blue
3377,Wanderlei Silva,Cung Le,Men's,Middleweight,2011,35.0,39.0,Orthodox,Southpaw,205.0,185.0,187.96,175.26,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
3378,Urijah Faber,Brian Bowles,Men's,Bantamweight,2011,32.0,31.0,Orthodox,Orthodox,135.0,135.0,170.18,177.8,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,Red
3379,Rick Story,Martin Kampmann,Men's,Welterweight,2011,27.0,29.0,Southpaw,Orthodox,170.0,170.0,180.34,182.88,6.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,4.0,Blue
3380,Stephan Bonnar,Kyle Kingsbury,Men's,Light Heavyweight,2011,34.0,29.0,Orthodox,Orthodox,205.0,205.0,198.12,193.04,7.0,4.0,6.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,4.0,Red
3381,Ryan Bader,Jason Brilz,Men's,Light Heavyweight,2011,28.0,36.0,Orthodox,Orthodox,205.0,205.0,187.96,180.34,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,Red
3382,Michael McDonald,Alex Soto,Men's,Bantamweight,2011,20.0,27.0,Orthodox,Southpaw,135.0,135.0,177.8,180.34,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Red
3383,Tom Lawlor,Chris Weidman,Men's,Middleweight,2011,28.0,27.0,Southpaw,Orthodox,205.0,185.0,187.96,198.12,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,Blue
3384,Gleison Tibau,Rafael Dos Anjos,Men's,Lightweight,2011,28.0,27.0,Southpaw,Southpaw,155.0,170.0,180.34,177.8,9.0,4.0,5.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,Red
3385,Miguel Torres,Nick Pace,Men's,Bantamweight,2011,30.0,24.0,Orthodox,Orthodox,135.0,135.0,193.04,172.72,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Red
3386,Matt Brown,Seth Baczynski,Men's,Welterweight,2011,30.0,30.0,Orthodox,Orthodox,170.0,170.0,190.5,187.96,5.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,Blue
3388,Cain Velasquez,Junior Dos Santos,Men's,Heavyweight,2011,29.0,27.0,Orthodox,Orthodox,240.0,238.0,195.58,195.58,7.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,Blue
3389,Clay Guida,Benson Henderson,Men's,Lightweight,2011,29.0,27.0,Orthodox,Southpaw,155.0,170.0,177.8,177.8,9.0,2.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,Blue
3390,Dustin Poirier,Pablo Garza,Men's,Featherweight,2011,22.0,28.0,Southpaw,Orthodox,155.0,145.0,182.88,185.42,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,Red
3391,Cub Swanson,Ricardo Lamas,Men's,Featherweight,2011,28.0,29.0,Orthodox,Orthodox,145.0,145.0,177.8,180.34,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Blue
3393,Norifumi Yamamoto,Darren Uyenoyama,Men's,Bantamweight,2011,34.0,32.0,Southpaw,Orthodox,135.0,125.0,167.64,162.56,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Blue
3394,Mackens Semerzier,Robert Peralta,Men's,Featherweight,2011,31.0,25.0,Orthodox,Orthodox,145.0,145.0,182.88,180.34,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Draw
3395,Alex Caceres,Cole Escovedo,Men's,Bantamweight,2011,23.0,30.0,Southpaw,Orthodox,145.0,135.0,185.42,182.88,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,Red
3398,Chris Leben,Mark Munoz,Men's,Middleweight,2011,31.0,33.0,Southpaw,Orthodox,185.0,185.0,187.96,182.88,12.0,6.0,6.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,3.0,Blue
3399,Brad Pickett,Renan Barao,Men's,Bantamweight,2011,33.0,24.0,Orthodox,Orthodox,135.0,135.0,172.72,177.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Blue
3400,Thiago Alves,Papy Abedi,Men's,Welterweight,2011,28.0,33.0,Orthodox,Southpaw,170.0,185.0,177.8,187.96,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,Red
3401,Cyrille Diabate,Anthony Perosh,Men's,Light Heavyweight,2011,38.0,39.0,Southpaw,Orthodox,205.0,205.0,205.74,190.5,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3403,John Maguire,Justin Edwards,Men's,Welterweight,2011,28.0,28.0,Southpaw,Orthodox,155.0,155.0,175.26,177.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Red
3405,Michihiro Omigawa,Jason Young,Men's,Featherweight,2011,35.0,25.0,Orthodox,Orthodox,145.0,145.0,172.72,185.42,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,Red
3406,Chris Cope,Che Mills,Men's,Welterweight,2011,28.0,29.0,Orthodox,Orthodox,170.0,170.0,182.88,193.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Blue
3407,Chris Cariaso,Vaughan Lee,Men's,Bantamweight,2011,30.0,29.0,Southpaw,Orthodox,125.0,125.0,160.02,167.64,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Red
3408,BJ Penn,Nick Diaz,Men's,Welterweight,2011,32.0,28.0,Orthodox,Southpaw,155.0,185.0,177.8,193.04,12.0,6.0,8.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,2.0,Blue
3409,Cheick Kongo,Matt Mitrione,Men's,Heavyweight,2011,36.0,33.0,Orthodox,Switch,240.0,265.0,208.28,200.66,9.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,5.0,Red
3410,Mirko Cro Cop,Roy Nelson,Men's,Heavyweight,2011,37.0,35.0,Southpaw,Orthodox,230.0,263.0,185.42,182.88,4.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Blue
3411,Scott Jorgensen,Jeff Curran,Men's,Bantamweight,2011,29.0,34.0,Orthodox,Orthodox,135.0,135.0,167.64,175.26,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Red
3412,Hatsu Hioki,George Roop,Men's,Featherweight,2011,28.0,29.0,Orthodox,Orthodox,145.0,135.0,177.8,182.88,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Red
3413,Dennis Siver,Donald Cerrone,Men's,Lightweight,2011,32.0,28.0,Orthodox,Orthodox,145.0,155.0,177.8,185.42,8.0,3.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,3.0,Blue
3414,Tyson Griffin,Bart Palaszewski,Men's,Featherweight,2011,27.0,28.0,Orthodox,Orthodox,145.0,145.0,172.72,177.8,8.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,Blue
3415,Brandon Vera,Eliot Marshall,Men's,Light Heavyweight,2011,34.0,31.0,Orthodox,Orthodox,230.0,205.0,193.04,195.58,7.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,3.0,Red
3416,Ramsey Nijem,Danny Downes,Men's,Lightweight,2011,23.0,25.0,Orthodox,Orthodox,155.0,155.0,190.5,182.88,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Red
3417,Chris Camozzi,Francis Carmont,Men's,Middleweight,2011,24.0,30.0,Orthodox,Orthodox,185.0,205.0,193.04,198.12,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,Blue
3418,Dustin Jacoby,Clifford Starks,Men's,Middleweight,2011,23.0,30.0,Orthodox,Orthodox,185.0,185.0,198.12,195.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue
3419,Frankie Edgar,Gray Maynard,Men's,Lightweight,2011,29.0,32.0,Orthodox,Orthodox,145.0,155.0,172.72,177.8,8.0,8.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,8.0,Red
3420,Jose Aldo,Kenny Florian,Men's,Featherweight,2011,25.0,35.0,Orthodox,Southpaw,145.0,145.0,177.8,187.96,1.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,Red
3421,Chael Sonnen,Brian Stann,Men's,Middleweight,2011,34.0,31.0,Southpaw,Orthodox,205.0,205.0,187.96,187.96,4.0,5.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,Red
3422,Leonard Garcia,Nam Phan,Men's,Featherweight,2011,32.0,28.0,Orthodox,Orthodox,145.0,135.0,175.26,177.8,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,Blue
3423,Melvin Guillard,Joe Lauzon,Men's,Lightweight,2011,28.0,27.0,Orthodox,Orthodox,155.0,155.0,172.72,180.34,10.0,7.0,4.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,5.0,3.0,Blue
3424,Demian Maia,Jorge Santiago,Men's,Middleweight,2011,33.0,30.0,Southpaw,Orthodox,170.0,170.0,182.88,187.96,8.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,Red
3425,Anthony Pettis,Jeremy Stephens,Men's,Lightweight,2011,24.0,25.0,Orthodox,Orthodox,170.0,145.0,182.88,180.34,0.0,7.0,1.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Red
3426,Joey Beltran,Stipe Miocic,Men's,Heavyweight,2011,29.0,29.0,Orthodox,Orthodox,185.0,240.0,190.5,203.2,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Blue
3427,Tiequan Zhang,Darren Elkins,Men's,Featherweight,2011,33.0,27.0,Orthodox,Orthodox,155.0,145.0,177.8,180.34,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3428,Aaron Simpson,Eric Schafer,Men's,Middleweight,2011,37.0,34.0,Orthodox,Orthodox,170.0,185.0,185.42,190.5,5.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,Red
3429,Steve Cantwell,Mike Massenzio,Men's,Middleweight,2011,24.0,28.0,Orthodox,Southpaw,185.0,185.0,190.5,185.42,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,Blue
3430,Dominick Cruz,Demetrious Johnson,Men's,Bantamweight,2011,26.0,25.0,Orthodox,Orthodox,135.0,125.0,172.72,167.64,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,Red
3431,Pat Barry,Stefan Struve,Men's,Heavyweight,2011,32.0,23.0,Orthodox,Orthodox,235.0,265.0,187.96,213.36,3.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,Blue
3432,Anthony Johnson,Charlie Brenneman,Men's,Welterweight,2011,27.0,30.0,Orthodox,Orthodox,205.0,155.0,198.12,182.88,6.0,3.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,Red
3433,Matt Wiman,Mac Danzig,Men's,Lightweight,2011,28.0,31.0,Orthodox,Orthodox,155.0,155.0,172.72,177.8,7.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,Red
3434,Yves Edwards,Rafaello Oliveira,Men's,Lightweight,2011,35.0,29.0,Southpaw,Orthodox,155.0,155.0,185.42,180.34,8.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,Red
3435,Michael Johnson,Paul Sass,Men's,Lightweight,2011,25.0,23.0,Southpaw,Orthodox,145.0,155.0,185.42,185.42,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3436,Mike Easton,Byron Bloodworth,Men's,Bantamweight,2011,27.0,28.0,Southpaw,Orthodox,135.0,135.0,177.8,175.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3437,Shane Roller,TJ Grant,Men's,Lightweight,2011,32.0,27.0,Orthodox,Orthodox,155.0,155.0,182.88,182.88,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Blue
3438,Josh Neer,Keith Wisniewski,Men's,Welterweight,2011,28.0,29.0,Orthodox,Orthodox,170.0,170.0,182.88,190.5,4.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,Red
3440,Jon Jones,Rampage Jackson,Men's,Light Heavyweight,2011,24.0,33.0,Orthodox,Orthodox,205.0,205.0,213.36,185.42,7.0,7.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0,3.0,Red
3441,Matt Hughes,Josh Koscheck,Men's,Welterweight,2011,37.0,33.0,Switch,Orthodox,170.0,170.0,185.42,185.42,18.0,13.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,5.0,Blue
3442,Ben Rothwell,Mark Hunt,Men's,Heavyweight,2011,29.0,37.0,Orthodox,Orthodox,265.0,265.0,198.12,182.88,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3444,Nate Diaz,Takanori Gomi,Men's,Lightweight,2011,26.0,33.0,Southpaw,Southpaw,170.0,155.0,193.04,177.8,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,Red
3445,Tony Ferguson,Aaron Riley,Men's,Lightweight,2011,27.0,30.0,Orthodox,Southpaw,155.0,155.0,193.04,175.26,1.0,3.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3446,Nick Ring,Tim Boetsch,Men's,Middleweight,2011,32.0,30.0,Southpaw,Orthodox,185.0,185.0,187.96,187.96,2.0,4.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Blue
3448,Takeya Mizugaki,Cole Escovedo,Men's,Bantamweight,2011,27.0,30.0,Orthodox,Orthodox,135.0,135.0,172.72,182.88,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Red
3449,James Te Huna,Ricardo Romero,Men's,Light Heavyweight,2011,29.0,33.0,Orthodox,Orthodox,185.0,205.0,190.5,193.04,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Red
3450,Jake Shields,Jake Ellenberger,Men's,Welterweight,2011,32.0,26.0,Orthodox,Orthodox,170.0,170.0,182.88,180.34,1.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,Blue
3451,Court McGee,Dongi Yang,Men's,Middleweight,2011,26.0,26.0,Orthodox,Southpaw,170.0,185.0,190.5,180.34,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Red
3452,Jonathan Brookins,Erik Koch,Men's,Featherweight,2011,26.0,22.0,Southpaw,Southpaw,145.0,155.0,185.42,180.34,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Blue
3453,Alan Belcher,Jason MacDonald,Men's,Middleweight,2011,27.0,36.0,Orthodox,Orthodox,185.0,185.0,185.42,203.2,7.0,6.0,4.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,Red
3454,Cody McKenzie,Vagner Rocha,Men's,Lightweight,2011,23.0,29.0,Switch,Orthodox,155.0,155.0,182.88,185.42,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,Blue
3456,Matthew Riddle,Lance Benoist,Men's,Welterweight,2011,25.0,23.0,Southpaw,Southpaw,170.0,170.0,187.96,185.42,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,Blue
3462,Anderson Silva,Yushin Okami,Men's,Middleweight,2011,36.0,30.0,Southpaw,Southpaw,185.0,170.0,195.58,190.5,13.0,10.0,0.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,13.0,4.0,Red
3463,Mauricio Rua,Forrest Griffin,Men's,Light Heavyweight,2011,29.0,32.0,Orthodox,Orthodox,205.0,205.0,193.04,195.58,3.0,9.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,Red
3464,Ross Pearson,Edson Barboza,Men's,Lightweight,2011,26.0,25.0,Orthodox,Orthodox,155.0,155.0,175.26,190.5,4.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,Blue
3465,Minotauro Nogueira,Brendan Schaub,Men's,Heavyweight,2011,35.0,28.0,Orthodox,Orthodox,240.0,245.0,195.58,198.12,3.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,4.0,Red
3466,Luiz Cane,Stanislav Nedkov,Men's,Light Heavyweight,2011,30.0,29.0,Southpaw,Orthodox,185.0,205.0,195.58,180.34,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,Blue
3467,Thiago Tavares,Spencer Fisher,Men's,Lightweight,2011,26.0,35.0,Orthodox,Southpaw,145.0,155.0,172.72,177.8,5.0,9.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,Red
3468,Rousimar Palhares,Dan Miller,Men's,Middleweight,2011,31.0,30.0,Orthodox,Orthodox,170.0,185.0,180.34,187.96,5.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,Red
3469,Paulo Thiago,David Mitchell,Men's,Welterweight,2011,30.0,31.0,Orthodox,Orthodox,170.0,170.0,185.42,193.04,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,Red
3470,Raphael Assuncao,Johnny Eduardo,Men's,Bantamweight,2011,29.0,33.0,Orthodox,Orthodox,135.0,135.0,167.64,180.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Red
3472,Iuri Alcantara,Felipe Arantes,Men's,Featherweight,2011,31.0,23.0,Southpaw,Orthodox,135.0,135.0,180.34,185.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red
3474,Dan Hardy,Chris Lytle,Men's,Welterweight,2011,29.0,36.0,Orthodox,Orthodox,170.0,170.0,187.96,172.72,4.0,9.0,3.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,Blue
3475,Jim Miller,Benson Henderson,Men's,Lightweight,2011,27.0,27.0,Southpaw,Southpaw,155.0,170.0,180.34,177.8,9.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,7.0,1.0,Blue
3476,Donald Cerrone,Charles Oliveira,Men's,Lightweight,2011,28.0,21.0,Orthodox,Orthodox,155.0,155.0,185.42,187.96,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,Red
3477,Amir Sadollah,Duane Ludwig,Men's,Welterweight,2011,30.0,33.0,Orthodox,Orthodox,170.0,170.0,187.96,177.8,5.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,Blue
3478,CB Dollaway,Jared Hamman,Men's,Middleweight,2011,28.0,29.0,Orthodox,Orthodox,185.0,185.0,193.04,190.5,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,Blue
3479,Joseph Benavidez,Eddie Wineland,Men's,Bantamweight,2011,27.0,27.0,Southpaw,Orthodox,125.0,135.0,165.1,175.26,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Red
3480,Ed Herman,Kyle Noke,Men's,Middleweight,2011,30.0,31.0,Orthodox,Southpaw,205.0,170.0,195.58,193.04,5.0,3.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,3.0,Red
3481,Ronny Markes,Karlos Vemola,Men's,Light Heavyweight,2011,23.0,26.0,Orthodox,Orthodox,185.0,185.0,190.5,190.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Red
3482,Jimy Hettes,Alex Caceres,Men's,Featherweight,2011,24.0,23.0,Southpaw,Southpaw,145.0,145.0,180.34,185.42,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Red
3484,Jacob Volkmann,Danny Castillo,Men's,Lightweight,2011,30.0,31.0,Southpaw,Orthodox,155.0,155.0,180.34,180.34,3.0,1.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,Red
3486,Rashad Evans,Tito Ortiz,Men's,Light Heavyweight,2011,31.0,36.0,Orthodox,Orthodox,205.0,205.0,190.5,187.96,10.0,15.0,2.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,6.0,Red
3487,Vitor Belfort,Yoshihiro Akiyama,Men's,Middleweight,2011,34.0,36.0,Southpaw,Orthodox,185.0,170.0,187.96,185.42,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,Red
3488,Dennis Hallman,Brian Ebersole,Men's,Welterweight,2011,35.0,30.0,Orthodox,Southpaw,155.0,170.0,182.88,185.42,3.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,Blue
3489,Jorge Rivera,Costas Philippou,Men's,Middleweight,2011,39.0,31.0,Orthodox,Orthodox,185.0,185.0,185.42,185.42,7.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,Blue
3490,Rory MacDonald,Mike Pyle,Men's,Welterweight,2011,22.0,35.0,Orthodox,Orthodox,170.0,170.0,193.04,187.96,2.0,4.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,Red
3491,Matt Hamill,Alexander Gustafsson,Men's,Light Heavyweight,2011,34.0,24.0,Orthodox,Orthodox,205.0,205.0,193.04,200.66,9.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,2.0,Blue
3492,Chad Mendes,Rani Yahya,Men's,Featherweight,2011,26.0,26.0,Orthodox,Orthodox,145.0,135.0,167.64,170.18,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3493,Ivan Menjivar,Nick Pace,Men's,Bantamweight,2011,29.0,24.0,Orthodox,Orthodox,145.0,135.0,162.56,172.72,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3494,Johny Hendricks,Mike Pierce,Men's,Welterweight,2011,27.0,30.0,Southpaw,Orthodox,185.0,170.0,175.26,177.8,5.0,4.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,3.0,Red
3495,Mike Brown,Nam Phan,Men's,Featherweight,2011,35.0,28.0,Orthodox,Orthodox,145.0,135.0,177.8,177.8,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,Red
3497,Dominick Cruz,Urijah Faber,Men's,Bantamweight,2011,26.0,32.0,Orthodox,Orthodox,135.0,135.0,172.72,170.18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Red
3498,Wanderlei Silva,Chris Leben,Men's,Middleweight,2011,34.0,30.0,Orthodox,Southpaw,205.0,185.0,187.96,187.96,3.0,11.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,Blue
3499,Dennis Siver,Matt Wiman,Men's,Lightweight,2011,32.0,27.0,Orthodox,Orthodox,145.0,155.0,177.8,172.72,7.0,7.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,4.0,Red
3500,Tito Ortiz,Ryan Bader,Men's,Light Heavyweight,2011,36.0,28.0,Orthodox,Orthodox,205.0,205.0,187.96,187.96,14.0,5.0,9.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,Red
3501,Carlos Condit,Dong Hyun Kim,Men's,Welterweight,2011,27.0,29.0,Orthodox,Southpaw,170.0,170.0,190.5,193.04,3.0,5.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,Red
3502,Melvin Guillard,Shane Roller,Men's,Lightweight,2011,28.0,31.0,Orthodox,Orthodox,155.0,155.0,172.72,182.88,9.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,Red
3503,George Sotiropoulos,Rafael Dos Anjos,Men's,Lightweight,2011,33.0,26.0,Orthodox,Southpaw,155.0,170.0,180.34,177.8,7.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,3.0,Blue
3504,Brian Bowles,Takeya Mizugaki,Men's,Bantamweight,2011,31.0,27.0,Orthodox,Orthodox,135.0,135.0,177.8,172.72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,Red
3505,Brad Tavares,Aaron Simpson,Men's,Middleweight,2011,23.0,36.0,Orthodox,Orthodox,185.0,170.0,187.96,185.42,2.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,Blue
3506,Anthony Njokuani,Andre Winner,Men's,Lightweight,2011,31.0,29.0,Orthodox,Orthodox,155.0,155.0,190.5,185.42,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,Red
